SK_ID_CURR,TARGET
100001.0,0.29631308623483293
100005.0,0.41726181950716784
100013.0,0.17112642784314455
100028.0,0.19015449144382413
100038.0,0.364807706467012
100042.0,0.25524268676085937
100057.0,0.20737355611733727
100065.0,0.3841720032411849
100066.0,0.19176795122553125
100067.0,0.5391024053356755
100074.0,0.43221850035164106
100090.0,0.4020831531143057
100091.0,0.4284666495708563
100092.0,0.472665988094285
100106.0,0.22304425906003716
100107.0,0.4494982990755568
100109.0,0.4082755576548272
100117.0,0.1836154393841141
100128.0,0.47009729724096205
100141.0,0.18870156243118474
100150.0,0.17418983994485526
100168.0,0.25683248706466355
100169.0,0.3998450586423749
100170.0,0.29918379322682775
100171.0,0.1869476463694914
100172.0,0.41346785940370717
100184.0,0.44701906888963105
100187.0,0.3514524449343284
100212.0,0.3718539430182773
100222.0,0.47312368583218584
100223.0,0.15350212074055572
100232.0,0.23402568730105935
100241.0,0.32241737365936063
100245.0,0.25744652920779537
100253.0,0.15970987998046327
100256.0,0.3857384798209074
100271.0,0.15438714386074298
100278.0,0.5473675043302149
100280.0,0.17510605269994037
100306.0,0.40367281174771213
100311.0,0.41676763589971016
100312.0,0.12166623301004068
100330.0,0.28543174303222746
100331.0,0.21178983423237263
100352.0,0.37863459330195776
100358.0,0.3981822469939979
100367.0,0.17415143243480766
100382.0,0.40505722959941215
100384.0,0.33131684428423486
100385.0,0.500563446649452
100386.0,0.31797951909474687
100399.0,0.2167704587031086
100404.0,0.5117455335443708
100416.0,0.175478161494896
100422.0,0.2144635512264117
100426.0,0.2902681559079679
100438.0,0.26895760989129036
100444.0,0.47634748527680887
100445.0,0.3662913693091788
100446.0,0.393508825347206
100447.0,0.2414775243446326
100450.0,0.42683366142243484
100466.0,0.30047349695657677
100483.0,0.3208094474235192
100484.0,0.19927953536054693
100494.0,0.23090478016829155
100510.0,0.4067536795285962
100512.0,0.19668346480583068
100517.0,0.21938738133748906
100548.0,0.36346847590973985
100551.0,0.32110752411695653
100552.0,0.43556572739072824
100553.0,0.1738024455924368
100561.0,0.5035308594970106
100568.0,0.47821616040680587
100569.0,0.2520178711547261
100591.0,0.2520178711547261
100592.0,0.13298122820861613
100602.0,0.2672901955523751
100607.0,0.3245199187142134
100613.0,0.2829383394343485
100617.0,0.4246328844084009
100618.0,0.36843333615330587
100622.0,0.4141681049845694
100625.0,0.43248460432001423
100677.0,0.47429516139522226
100699.0,0.2088908708235732
100702.0,0.47705137597745306
100711.0,0.5017373449433471
100729.0,0.4986610216075087
100740.0,0.3586734152612324
100744.0,0.3523152551373681
100745.0,0.23165649831072074
100747.0,0.4045279820437746
100751.0,0.7116166375436775
100752.0,0.37108964581871645
100753.0,0.6352181773089915
100754.0,0.5040200319641224
100760.0,0.21305557436889308
100762.0,0.48353038048024194
100763.0,0.1928067130568528
100765.0,0.21305380956723102
100770.0,0.548949129988135
100772.0,0.193165794444546
100777.0,0.3328562872718345
100791.0,0.18654258742417848
100792.0,0.10009533370285961
100797.0,0.1825283523782746
100823.0,0.1953917552218031
100826.0,0.2385175596868931
100830.0,0.3136228053202754
100836.0,0.4777668596643445
100872.0,0.424317635110322
100910.0,0.32160248150012866
100913.0,0.542080397686349
100918.0,0.3248344878905054
100931.0,0.1830380963582954
100952.0,0.2878165466107287
100953.0,0.22918496316868991
100965.0,0.5206318262126363
100970.0,0.22654778601973852
100982.0,0.4866849453403706
100983.0,0.6467770779786718
100984.0,0.3406700569990086
100987.0,0.2693702490532266
100997.0,0.369530432749834
100998.0,0.2583540349522906
101002.0,0.41455744540486433
101005.0,0.4068619904075599
101008.0,0.3066352607218484
101020.0,0.31291422092083193
101021.0,0.3144170455705493
101024.0,0.33280874717069014
101025.0,0.4840046016416268
101026.0,0.25174193573381015
101031.0,0.1961376086619586
101041.0,0.20601535679607552
101051.0,0.15704268290546064
101055.0,0.3729351561526697
101056.0,0.5265532624407547
101057.0,0.30139386269632923
101064.0,0.3510889373538943
101079.0,0.482250618632958
101087.0,0.32117364987361013
101090.0,0.21648571003188027
101092.0,0.33345965319259646
101097.0,0.42190196492053994
101099.0,0.19246603146367622
101107.0,0.2274811262670247
101118.0,0.20039195108079946
101125.0,0.49655924035334104
101126.0,0.18713333674569482
101128.0,0.20216464092990055
101136.0,0.3596300620607462
101140.0,0.49278012965233375
101149.0,0.3277181756697574
101160.0,0.29844713737776163
101169.0,0.4312097324222009
101181.0,0.21794409194865472
101186.0,0.21676411685809568
